as_of;download_time;gross_salary;link;name;net_salary;role;sector
01/01/18;2018-02-15 11:28:59.915455;R$31.751,57;http://www.camara.sp.gov.br/wp-content/uploads/salariosabertos/HTML_ativos_2018_01/11061_detalhes.html;11061;R$21.409,20;CONSULTOR TÌäCNICO LEGISLATIVO - MEDICINA (CLÌNICA GERAL);SGA-81 - EQUIPE DE MEDICINA
01/01/18;2018-02-15 11:28:59.915455;R$31.751,57;http://www.camara.sp.gov.br/wp-content/uploads/salariosabertos/HTML_ativos_2018_01/11057_detalhes.html;11057;R$21.357,06;CONSULTOR TÌäCNICO LEGISLATIVO - MEDICINA (OFTAMOLOGIA);SGA-8 - SECRETARIA DE ASSISTÌ_NCIA ÌÛ SAÌ_DE
01/01/18;2018-02-15 11:28:59.915455;R$31.751,56;http://www.camara.sp.gov.br/wp-content/uploads/salariosabertos/HTML_ativos_2018_01/10926_detalhes.html;10926;R$23.889,24;TÌäCNICO ADMINISTRATIVO;SGP-43 - UNIDADE DE EXPEDIENTE
01/01/18;2018-02-15 11:28:59.915455;R$31.751,56;http://www.camara.sp.gov.br/wp-content/uploads/salariosabertos/HTML_ativos_2018_01/11079_detalhes.html;11079;R$23.993,52;CONSULTOR TÌäCNICO LEGISLATIVO - REGISTRO E REVISÌÄO;SGP-41 - EQUIPE DE TAQUIGRAFIA E REVISÌÄO
01/01/18;2018-02-15 11:28:59.915455;R$31.751,56;http://www.camara.sp.gov.br/wp-content/uploads/salariosabertos/HTML_ativos_2018_01/11062_detalhes.html;11062;R$23.993,52;CONSULTOR TÌäCNICO LEGISLATIVO - BIBLIOTECONOMIA;SGP-32 - EQUIPE DE BIBLIOTECA
01/01/18;2018-02-15 11:28:59.915455;R$31.751,56;http://www.camara.sp.gov.br/wp-content/uploads/salariosabertos/HTML_ativos_2018_01/11131_detalhes.html;11131;R$23.889,24;CONSULTOR TÌäCNICO LEGISLATIVO - BIBLIOTECONOMIA;SGP-3 - SECRETARIA DE DOCUMENTAÌàÌÄO
01/01/18;2018-02-15 11:28:59.915455;R$31.751,56;http://www.camara.sp.gov.br/wp-content/uploads/salariosabertos/HTML_ativos_2018_01/10840_detalhes.html;10840;R$23.993,52;TÌäCNICO ADMINISTRATIVO;SGP-1 - SECRETARIA DAS COMISSÌ¥ES
01/01/18;2018-02-15 11:28:59.915455;R$31.646,62;http://www.camara.sp.gov.br/wp-content/uploads/salariosabertos/HTML_ativos_2018_01/10101010_detalhes.html;ausÌ»ncia de divulgaÌ¤Ì£o em razÌ£o de determinaÌ¤Ì£o judicial;R$24.021,71;;SGA-14 - EQUIPE DE SELEÌàÌÄO, DESENVOLVIMENTO E AVALIAÌàÌÄO
01/01/18;2018-02-15 11:28:59.915455;R$31.487,84;http://www.camara.sp.gov.br/wp-content/uploads/salariosabertos/HTML_ativos_2018_01/10903_detalhes.html;10903;R$21.186,89;TÌäCNICO ADMINISTRATIVO;SGA-14 - EQUIPE DE SELEÌàÌÄO, DESENVOLVIMENTO E AVALIAÌàÌÄO
01/01/18;2018-02-15 11:28:59.915455;R$31.164,40;http://www.camara.sp.gov.br/wp-content/uploads/salariosabertos/HTML_ativos_2018_01/11130_detalhes.html;11130;R$21.030,33;TÌäCNICO ADMINISTRATIVO;SGP - SECRETARIA GERAL PARLAMENTAR
